label,svg
949,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#D2B48C""/><g fill=""#0A0A0A"" stroke=""#000000"" stroke-width=""2""><polygon points=""50,128 60,50 70,128""/><rect x=""58"" y=""50"" width=""4"" height=""78"" fill=""#0A0A0A""/><polygon points=""100,128 110,30 120,128""/><rect x=""108"" y=""30"" width=""4"" height=""98"" fill=""#0A0A0A""/><polygon points=""150,128 160,70 170,128""/><rect x=""158"" y=""70"" width=""4"" height=""58"" fill=""#0A0A0A""/><polygon points=""200,128 210,20 220,128""/><rect x=""208"" y=""20"" width=""4"" height=""108"" fill=""#0A0A0A""/></g></svg>"
950,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""200"" width=""256"" height=""56"" fill=""#E0E0E0"" opacity=""0.8""/><g transform=""translate(50, 50)""><circle cx=""20"" cy=""20"" r=""10"" fill=""#0F52BA"" opacity=""0.9""/><circle cx=""40"" cy=""40"" r=""8"" fill=""#0F52BA"" opacity=""0.8""/><circle cx=""60"" cy=""60"" r=""6"" fill=""#0F52BA"" opacity=""0.7""/><circle cx=""80"" cy=""80"" r=""5"" fill=""#0F52BA"" opacity=""0.6""/><circle cx=""100"" cy=""100"" r=""4"" fill=""#0F52BA"" opacity=""0.5""/><circle cx=""120"" cy=""120"" r=""3"" fill=""#0F52BA"" opacity=""0.4""/><circle cx=""140"" cy=""140"" r=""2"" fill=""#0F52BA"" opacity=""0.3""/></g></svg>"
951,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><g transform=""translate(50, 50)""><path d=""M20,20 Q40,10 60,20 Q80,30 80,60 Q70,90 50,100 Q30,90 20,60 Z"" fill=""#0047AB"" stroke=""#000"" stroke-width=""2""/><polyline points=""40,30 50,40 60,30"" fill=""none"" stroke=""#000"" stroke-width=""2""/><polyline points=""30,50 50,60 70,50"" fill=""none"" stroke=""#000"" stroke-width=""2""/><polyline points=""40,70 50,80 60,70"" fill=""none"" stroke=""#000"" stroke-width=""2""/></g><g transform=""translate(150, 50)""><path d=""M20,20 Q40,10 60,20 Q80,30 80,60 Q70,90 50,100 Q30,90 20,60 Z"" fill=""#0047AB"" stroke=""#000"" stroke-width=""2""/><polyline points=""40,30 50,40 60,30"" fill=""none"" stroke=""#000"" stroke-width=""2""/><polyline points=""30,50 50,60 70,50"" fill=""none"" stroke=""#000"" stroke-width=""2""/><polyline points=""40,70 50,80 60,70"" fill=""none"" stroke=""#000"" stroke-width=""2""/></g></svg>"
952,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect width=""256"" height=""256"" fill=""#708090""/><g transform=""translate(20, 20)""><polygon points=""30,0 60,0 75,25 60,50 30,50 15,25"" fill=""#FFBF00""/><polygon points=""90,0 120,0 135,25 120,50 90,50 75,25"" fill=""#00A86B""/><polygon points=""150,0 180,0 195,25 180,50 150,50 135,25"" fill=""#FFBF00""/><polygon points=""0,50 30,50 45,75 30,100 0,100 -15,75"" fill=""#00A86B""/><polygon points=""60,50 90,50 105,75 90,100 60,100 45,75"" fill=""#FFBF00""/><polygon points=""120,50 150,50 165,75 150,100 120,100 105,75"" fill=""#00A86B""/><polygon points=""180,50 210,50 225,75 210,100 180,100 165,75"" fill=""#FFBF00""/><polygon points=""30,100 60,100 75,125 60,150 30,150 15,125"" fill=""#00A86B""/><polygon points=""90,100 120,100 135,125 120,150 90,150 75,125"" fill=""#FFBF00""/><polygon points=""150,100 180,100 195,125 180,150 150,150 135,125"" fill=""#00A86B""/><polygon points=""0,150 30,150 45,175 30,200 0,200 -15,175"" fill=""#FFBF00""/><polygon points=""60,150 90,150 105,175 90,200 60,200 45,175"" fill=""#00A86B""/><polygon points=""120,150 150,150 165,175 150,200 120,200 105,175"" fill=""#FFBF00""/><polygon points=""180,150 210,150 225,175 210,200 180,200 165,175"" fill=""#00A86B""/></g></svg>"
953,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#333333""/><g transform=""translate(128, 64)""><circle cx=""0"" cy=""0"" r=""40"" fill=""#C0C0C0""/><circle cx=""20"" cy=""0"" r=""40"" fill=""#333333""/></g></svg>"
954,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""tealGradient"" x1=""0%"" y1=""0%"" x2=""0%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""coralGradient"" x1=""0%"" y1=""0%"" x2=""0%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(50, 100)""><ellipse cx=""40"" cy=""20"" rx=""30"" ry=""10"" fill=""url(#tealGradient)""/><rect x=""10"" y=""20"" width=""60"" height=""80"" fill=""url(#tealGradient)""/><ellipse cx=""40"" cy=""100"" rx=""30"" ry=""10"" fill=""url(#tealGradient)""/></g><g transform=""translate(120, 60)""><ellipse cx=""40"" cy=""20"" rx=""30"" ry=""10"" fill=""url(#coralGradient)""/><rect x=""10"" y=""20"" width=""60"" height=""80"" fill=""url(#coralGradient)""/><ellipse cx=""40"" cy=""100"" rx=""30"" ry=""10"" fill=""url(#coralGradient)""/></g><g transform=""translate(180, 140)""><ellipse cx=""40"" cy=""20"" rx=""30"" ry=""10"" fill=""url(#tealGradient)""/><rect x=""10"" y=""20"" width=""60"" height=""80"" fill=""url(#tealGradient)""/><ellipse cx=""40"" cy=""100"" rx=""30"" ry=""10"" fill=""url(#tealGradient)""/></g></svg>"
955,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#87CEEB""/><stop offset=""100%"" stop-color=""#4682B4""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#1E90FF"" opacity=""0.7""/><polygon points=""64,128 96,160 128,144 160,160 192,128"" fill=""#FF4500"" opacity=""0.6""/><polygon points=""32,160 64,192 96,176 128,192 160,176 192,192 224,160"" fill=""#FF8C00"" opacity=""0.6""/><polygon points=""0,192 32,224 64,208 96,224 128,208 160,224 192,208 224,224 256,192"" fill=""#FFD700"" opacity=""0.6""/><polygon points=""64,64 96,96 128,80 160,96 192,64"" fill=""#8B4513""/><polygon points=""64,32 96,64 128,48 160,64 192,32"" fill=""#FF4500""/><polygon points=""32,96 64,128 96,112 128,128 160,112 192,128 224,96"" fill=""#FF8C00""/><polygon points=""0,128 32,160 64,144 96,160 128,144 160,160 192,144 224,160 256,128"" fill=""#FFD700""/></svg>"
956,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><pattern id=""diamondPattern"" x=""0"" y=""0"" width=""40"" height=""40"" patternUnits=""userSpaceOnUse""><polygon points=""20,0 40,20 20,40 0,20"" fill=""scarlet""/><polygon points=""20,0 40,20 20,40 0,20"" fill=""ebony"" transform=""translate(20,20)""/></pattern></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#diamondPattern)""/></svg>"
957,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#E0F7FA""/><rect x=""50"" y=""50"" width=""156"" height=""156"" fill=""#B2EBF2""/><g transform=""translate(80, 50)""><polygon points=""10,0 20,0 15,50"" fill=""#CFD8DC""/><polygon points=""30,0 40,0 35,60"" fill=""#CFD8DC""/><polygon points=""50,0 60,0 55,70"" fill=""#CFD8DC""/><polygon points=""70,0 80,0 75,80"" fill=""#CFD8DC""/><polygon points=""90,0 100,0 95,90"" fill=""#CFD8DC""/><polygon points=""110,0 120,0 115,100"" fill=""#CFD8DC""/></g><g transform=""translate(120, 50)""><polygon points=""10,0 20,0 15,50"" fill=""#CFD8DC""/><polygon points=""30,0 40,0 35,60"" fill=""#CFD8DC""/><polygon points=""50,0 60,0 55,70"" fill=""#CFD8DC""/><polygon points=""70,0 80,0 75,80"" fill=""#CFD8DC""/><polygon points=""90,0 100,0 95,90"" fill=""#CFD8DC""/><polygon points=""110,0 120,0 115,100"" fill=""#CFD8DC""/></g></svg>"
958,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><polygon points=""50,50 100,30 120,80 90,120 50,100"" fill=""turquoise""/><polygon points=""130,40 180,20 200,70 170,110 130,90"" fill=""turquoise""/><polygon points=""210,50 250,30 240,80 220,120 190,100"" fill=""turquoise""/><polygon points=""60,130 110,110 130,160 100,200 60,180"" fill=""turquoise""/><polygon points=""140,140 190,120 210,170 180,210 140,190"" fill=""turquoise""/><polygon points=""220,130 250,110 240,160 220,200 190,180"" fill=""turquoise""/><polygon points=""70,210 120,190 140,240 110,250 70,230"" fill=""turquoise""/><polygon points=""150,220 200,200 220,250 190,260 150,240"" fill=""turquoise""/></svg>"
959,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""#cd7f32""/><g stroke=""#c0c0c0"" stroke-width=""4""><line x1=""28"" y1=""128"" x2=""228"" y2=""128""/><line x1=""128"" y1=""28"" x2=""128"" y2=""228""/><line x1=""50"" y1=""50"" x2=""206"" y2=""206""/><line x1=""206"" y1=""50"" x2=""50"" y2=""206""/><path d=""M28,128 A100,100 0 0,1 128,228"" fill=""none""/><path d=""M128,228 A100,100 0 0,1 228,128"" fill=""none""/><path d=""M228,128 A100,100 0 0,1 128,28"" fill=""none""/><path d=""M128,28 A100,100 0 0,1 28,128"" fill=""none""/></g></svg>"
960,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FFA500""/><stop offset=""100%"" stop-color=""#FF4500""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><circle cx=""128"" cy=""64"" r=""40"" fill=""#FF8C00""/><polygon points=""0,256 256,256 256,180 200,160 150,180 100,160 50,180 0,160"" fill=""#D2B48C""/><ellipse cx=""64"" cy=""200"" rx=""50"" ry=""20"" fill=""#CD853F""/><ellipse cx=""192"" cy=""200"" rx=""50"" ry=""20"" fill=""#CD853F""/><ellipse cx=""128"" cy=""220"" rx=""60"" ry=""30"" fill=""#CD853F""/></svg>"
961,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""orange""/><polygon points=""0,128 64,64 128,128 192,64 256,128"" fill=""gray""/></svg>"
962,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""midnightblue""/><polygon points=""128,50 150,90 110,90"" fill=""white""/><polygon points=""128,206 150,166 110,166"" fill=""white""/><polygon points=""50,128 90,150 90,110"" fill=""white""/><polygon points=""206,128 166,150 166,110"" fill=""white""/><polygon points=""90,90 128,128 90,166"" fill=""white""/><polygon points=""166,90 128,128 166,166"" fill=""white""/></svg>"
963,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""url(#skyGradient)""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#0A3D62""/><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#1E3C72""/><stop offset=""100%"" stop-color=""#2A5298""/></linearGradient></defs></svg>"
964,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#D2B48C""/><polygon points=""0,256 128,128 256,256"" fill=""#8B4513""/><polygon points=""0,0 128,128 256,0"" fill=""#A0522D""/><path d=""M0,128 Q64,96 128,128 T256,128"" fill=""#40E0D0"" stroke=""#40E0D0"" stroke-width=""2""/><circle cx=""200"" cy=""50"" r=""30"" fill=""#FFD700""/><line x1=""200"" y1=""20"" x2=""200"" y2=""0"" stroke=""#FFD700"" stroke-width=""2""/><line x1=""230"" y1=""50"" x2=""256"" y2=""50"" stroke=""#FFD700"" stroke-width=""2""/><line x1=""200"" y1=""80"" x2=""200"" y2=""100"" stroke=""#FFD700"" stroke-width=""2""/><line x1=""170"" y1=""50"" x2=""144"" y2=""50"" stroke=""#FFD700"" stroke-width=""2""/><line x1=""220"" y1=""30"" x2=""240"" y2=""10"" stroke=""#FFD700"" stroke-width=""2""/><line x1=""220"" y1=""70"" x2=""240"" y2=""90"" stroke=""#FFD700"" stroke-width=""2""/><line x1=""180"" y1=""30"" x2=""160"" y2=""10"" stroke=""#FFD700"" stroke-width=""2""/><line x1=""180"" y1=""70"" x2=""160"" y2=""90"" stroke=""#FFD700"" stroke-width=""2""/></svg>"
965,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""30"" width=""156"" height=""196"" fill=""black""/><polygon points=""50,30 103,50 103,80 50,60"" fill=""black""/><polygon points=""206,30 153,50 153,80 206,60"" fill=""black""/><line x1=""103"" y1=""50"" x2=""103"" y2=""226"" stroke=""silver"" stroke-width=""2""/><line x1=""153"" y1=""50"" x2=""153"" y2=""226"" stroke=""silver"" stroke-width=""2""/><line x1=""50"" y1=""80"" x2=""206"" y2=""80"" stroke=""silver"" stroke-width=""2""/><line x1=""50"" y1=""130"" x2=""206"" y2=""130"" stroke=""silver"" stroke-width=""2""/><line x1=""50"" y1=""180"" x2=""206"" y2=""180"" stroke=""silver"" stroke-width=""2""/><line x1=""50"" y1=""30"" x2=""103"" y2=""50"" stroke=""silver"" stroke-width=""2""/><line x1=""206"" y1=""30"" x2=""153"" y2=""50"" stroke=""silver"" stroke-width=""2""/><line x1=""50"" y1=""60"" x2=""103"" y2=""80"" stroke=""silver"" stroke-width=""2""/><line x1=""206"" y1=""60"" x2=""153"" y2=""80"" stroke=""silver"" stroke-width=""2""/></svg>"
966,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><path d=""M128,50 C80,50 40,90 40,138 L40,150 C40,198 80,238 128,238 C176,238 216,198 216,150 L216,138 C216,90 176,50 128,50 Z"" fill=""#9B111E""/><rect x=""120"" y=""238"" width=""16"" height=""50"" fill=""#8B4513""/><rect x=""120"" y=""288"" width=""16"" height=""10"" fill=""#654321""/></svg>"
967,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""fogGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#a3b1c6"" stop-opacity=""0.8""/><stop offset=""100%"" stop-color=""#7a8ba1"" stop-opacity=""0.8""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#fogGradient)""/><rect x=""50"" y=""100"" width=""10"" height=""100"" fill=""#654321""/><rect x=""150"" y=""80"" width=""10"" height=""120"" fill=""#654321""/><rect x=""200"" y=""90"" width=""10"" height=""110"" fill=""#654321""/><circle cx=""55"" cy=""100"" r=""30"" fill=""#228B22""/><circle cx=""155"" cy=""80"" r=""40"" fill=""#228B22""/><circle cx=""205"" cy=""90"" r=""35"" fill=""#228B22""/><line x1=""128"" y1=""0"" x2=""128"" y2=""256"" stroke=""#FFD700"" stroke-width=""2"" stroke-opacity=""0.5""/><line x1=""64"" y1=""0"" x2=""64"" y2=""256"" stroke=""#FFD700"" stroke-width=""2"" stroke-opacity=""0.5""/><line x1=""192"" y1=""0"" x2=""192"" y2=""256"" stroke=""#FFD700"" stroke-width=""2"" stroke-opacity=""0.5""/><ellipse cx=""128"" cy=""128"" rx=""256"" ry=""50"" fill=""white"" opacity=""0.3""/></svg>"
968,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><radialGradient id=""glow"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""white"" stop-opacity=""0.8""/><stop offset=""100%"" stop-color=""white"" stop-opacity=""0""/></radialGradient></defs><rect width=""256"" height=""256"" fill=""midnightblue""/><g opacity=""0.8""><circle cx=""64"" cy=""64"" r=""20"" fill=""url(#glow)""/><circle cx=""128"" cy=""96"" r=""15"" fill=""url(#glow)""/><circle cx=""192"" cy=""64"" r=""25"" fill=""url(#glow)""/><circle cx=""96"" cy=""160"" r=""18"" fill=""url(#glow)""/><circle cx=""160"" cy=""192"" r=""22"" fill=""url(#glow)""/><circle cx=""224"" cy=""128"" r=""16"" fill=""url(#glow)""/></g></svg>"
969,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""#E0F7FA""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#E0F2F7""/><g fill=""white"" opacity=""0.8""><circle cx=""30"" cy=""150"" r=""2""/><circle cx=""60"" cy=""170"" r=""2""/><circle cx=""90"" cy=""140"" r=""2""/><circle cx=""120"" cy=""160"" r=""2""/><circle cx=""150"" cy=""150"" r=""2""/><circle cx=""180"" cy=""170"" r=""2""/><circle cx=""210"" cy=""140"" r=""2""/><circle cx=""240"" cy=""160"" r=""2""/><circle cx=""20"" cy=""200"" r=""2""/><circle cx=""50"" cy=""220"" r=""2""/><circle cx=""80"" cy=""190"" r=""2""/><circle cx=""110"" cy=""210"" r=""2""/><circle cx=""140"" cy=""200"" r=""2""/><circle cx=""170"" cy=""220"" r=""2""/><circle cx=""200"" cy=""190"" r=""2""/><circle cx=""230"" cy=""210"" r=""2""/></g></svg>"
970,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect width=""256"" height=""256"" fill=""navy""/><circle cx=""50"" cy=""30"" r=""2"" fill=""white""/><circle cx=""120"" cy=""20"" r=""2"" fill=""white""/><circle cx=""200"" cy=""40"" r=""2"" fill=""white""/><circle cx=""80"" cy=""100"" r=""2"" fill=""white""/><circle cx=""150"" cy=""80"" r=""2"" fill=""white""/><circle cx=""220"" cy=""120"" r=""2"" fill=""white""/><circle cx=""30"" cy=""150"" r=""2"" fill=""white""/><circle cx=""100"" cy=""180"" r=""2"" fill=""white""/><circle cx=""180"" cy=""200"" r=""2"" fill=""white""/><circle cx=""250"" cy=""220"" r=""2"" fill=""white""/><g transform=""translate(50, 100)""><rect x=""0"" y=""0"" width=""150"" height=""20"" fill=""peru"" rx=""10""/><rect x=""10"" y=""-10"" width=""130"" height=""40"" fill=""peru"" rx=""10""/><circle cx=""160"" cy=""10"" r=""15"" fill=""silver""/><circle cx=""160"" cy=""10"" r=""10"" fill=""lightblue"" opacity=""0.5""/><line x1=""75"" y1=""20"" x2=""75"" y2=""80"" stroke=""sienna"" stroke-width=""5""/><line x1=""75"" y1=""80"" x2=""50"" y2=""100"" stroke=""sienna"" stroke-width=""5""/><line x1=""75"" y1=""80"" x2=""100"" y2=""100"" stroke=""sienna"" stroke-width=""5""/></g></svg>"
971,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""spiralGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#8B0000""/><stop offset=""100%"" stop-color=""#4B0000""/></linearGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#333333""/><path d=""M128,128 C128,128 128,64 192,64 C256,64 256,128 256,128 C256,128 192,128 192,192 C192,256 128,256 128,256 C128,256 128,192 64,192 C0,192 0,128 0,128 C0,128 64,128 64,64 C64,0 128,0 128,0 C128,0 128,64 128,64"" fill=""none"" stroke=""url(#spiralGradient)"" stroke-width=""10"" transform=""rotate(45 128 128)""/><circle cx=""128"" cy=""128"" r=""10"" fill=""#8B0000""/></svg>"
972,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6F61""/><stop offset=""50%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><g transform=""translate(0, 128)""><path d=""M0,128 Q64,64 128,128 T256,128"" fill=""#D2B48C""/><path d=""M0,128 Q96,96 192,128 T256,128"" fill=""#CD853F"" transform=""translate(0, 32)""/><path d=""M0,128 Q128,128 256,128"" fill=""#8B4513"" transform=""translate(0, 64)""/></g><g opacity=""0.5""><ellipse cx=""128"" cy=""160"" rx=""128"" ry=""32"" fill=""#FFD700""/><ellipse cx=""128"" cy=""192"" rx=""128"" ry=""32"" fill=""#FFA500""/></g></svg>"
973,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""oliveGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""mustardGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#oliveGradient)""/><polygon points=""64,64 128,0 192,64 128,128"" fill=""url(#mustardGradient)""/><polygon points=""64,192 128,128 192,192 128,256"" fill=""url(#mustardGradient)""/><polygon points=""0,128 64,64 128,128 64,192"" fill=""url(#mustardGradient)""/><polygon points=""128,128 192,64 256,128 192,192"" fill=""url(#mustardGradient)""/></svg>"
974,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""128"" height=""128"" fill=""olive""/><rect x=""128"" y=""0"" width=""128"" height=""128"" fill=""sienna""/><rect x=""0"" y=""128"" width=""128"" height=""128"" fill=""sienna""/><rect x=""128"" y=""128"" width=""128"" height=""128"" fill=""olive""/></svg>"
975,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#87CEEB""/><stop offset=""100%"" stop-color=""#4682B4""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><g transform=""translate(0, 150)""><ellipse cx=""50"" cy=""30"" rx=""40"" ry=""20"" fill=""#8B4513""/><ellipse cx=""150"" cy=""40"" rx=""50"" ry=""25"" fill=""#8B4513""/><ellipse cx=""200"" cy=""20"" rx=""30"" ry=""15"" fill=""#8B4513""/><ellipse cx=""100"" cy=""10"" rx=""35"" ry=""18"" fill=""#8B4513""/><ellipse cx=""50"" cy=""30"" rx=""35"" ry=""15"" fill=""#556B2F"" opacity=""0.6""/><ellipse cx=""150"" cy=""40"" rx=""45"" ry=""20"" fill=""#556B2F"" opacity=""0.6""/><ellipse cx=""200"" cy=""20"" rx=""25"" ry=""12"" fill=""#556B2F"" opacity=""0.6""/><ellipse cx=""100"" cy=""10"" rx=""30"" ry=""15"" fill=""#556B2F"" opacity=""0.6""/></g><g transform=""translate(0, 50)""><path d=""M50,50 C50,100 100,100 100,50 C100,0 150,0 150,50 C150,100 200,100 200,50"" fill=""none"" stroke=""#00BFFF"" stroke-width=""10""/><path d=""M50,70 C50,120 100,120 100,70 C100,20 150,20 150,70 C150,120 200,120 200,70"" fill=""none"" stroke=""#00BFFF"" stroke-width=""10""/><path d=""M50,90 C50,140 100,140 100,90 C100,40 150,40 150,90 C150,140 200,140 200,90"" fill=""none"" stroke=""#00BFFF"" stroke-width=""10""/></g></svg>"
